"cartodb_id","the_geom","the_geom_webmercator","uid","pubdate","volcano_name","country_name","description","sources"
670,"0101000020E61000001B2FDD24065560402B8716D9CE973F40","0101000020110F000024A9ACD6E3BD6B41807FC8A9194E4C41","31.593_130.657_2019-03-06T10:10:42Z","2019-03-06T10:10:42Z","Aira","Japan","\nJMA reported that incandescence from Minamidake crater (at Aira Caldera?s Sakurajima volcano) was occasionally visible during 25 February-4 March. There were four events and seven explosive events. Plumes rose as high as 2.3 km, and material as ejected as far as 1.1 km from the crater. The Alert Level remained at 3 (on a 5-level scale).\n"," Japan Meteorological Agency (JMA) \n"
671,"0101000020E6100000F0A7C64B37F95F404A0C022B8716FB3F","0101000020110F00000A9493DEB4276B41106F73A15A020741","1.693_127.894_2019-03-06T10:10:42Z","2019-03-06T10:10:42Z","Dukono","Indonesia","\nBased on satellite and wind model data, ground observations, and notices from PVMBG, the Darwin VAAC reported that during 27 February-5 March ash plumes from Dukono rose to altitudes of 2.1-2.4 km (7,000-8,000 ft) a.s.l. and drifted in multiple directions. On 28 February two plumes rising from the crater were visible; a northern plume was identified in satellite images and a southern plume rising to less than 1.5 km (5,000 ft) a.s.l. was reported by a ground observer. The Alert Level remained at 2 (on a scale of 1-4), and visitors were warned to remain outside of the 2-km exclusion zone.\n"," Darwin Volcanic Ash Advisory Centre (VAAC)\n"
672,"0101000020E61000009CC420B0728063402B8716D9CE574940","0101000020110F0000B90096701690704104B889650C0C5941","50.686_156.014_2019-03-06T10:10:42Z","2019-03-06T10:10:42Z","Ebeko","Russia","\nVolcanologists in Severo-Kurilsk (Paramushir Island), about 7 km E of Ebeko, observed explosions during 22-26 February that sent ash plumes to 2.5 km (8,200 ft) a.s.l. Ash fell in Severo-Kurilsk during 23-26 February. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
673,"0101000020E6100000B81E85EB51E85F40022B8716D9CEF73F","0101000020110F000070AC84535B196B41E8F26F34F0380441","1.488_127.630_2019-03-06T10:10:42Z","2019-03-06T10:10:42Z","Ibu","Indonesia","\nThe Darwin VAAC reported that on 28 February an ash plume from Ibu was identified in satellite images drifting N at an altitude of 2.1 km (7,000 ft) a.s.l. The Alert Level remained at 2 (on a scale of 1-4), and the public was warned to stay at least 2 km away from the active crater, and 3.5 km away on the N side.\n"," Darwin Volcanic Ash Advisory Centre (VAAC)\n"
674,"0101000020E6100000355EBA490C5A5F40736891ED7C3F0640","0101000020110F0000A59F386C86A06A41FFB00E8714E71241","2.781_125.407_2019-03-06T10:10:42Z","2019-03-06T10:10:42Z","Karangetang","Indonesia","\nPVMBG reported that during 25 February-5 March a low rate of lava effusion continued at Karangetang?s Kawah Dua (North Crater). White plumes rose as high as 500 m above the summit crater rims. The Darwin VAAC reported that on 27 February a pilot observed an ash plume rising to an altitude of 1.8 km (6,000 ft) a.s.l. and drifting SE. The Alert Level remained at 3 (on a scale of 1-4), and residents were warned to remain outside of the 2.5-km exclusion zone around the N and S craters, and additionally within 3 km WNW and 4 km NW.\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
675,"0101000020E610000077BE9F1A2F21624052B81E85EB5110C0","0101000020110F0000C8D18E9F84CB6E416666A16A9FBE1BC1","-4.080_145.037_2019-03-06T10:10:42Z","2019-03-06T10:10:42Z","Manam","Papua New Guinea","\nThe Darwin VAAC reported that on 1 and 5 March ash plumes from Manam were identified in satellite images rising to an altitude of 3 km (10,000 ft) a.s.l. and drifting SE, ESE, and E.\n"," Darwin Volcanic Ash Advisory Centre (VAAC)\n"
676,"0101000020E6100000068195438B9C5B40295C8FC2F5281EC0","0101000020110F0000B36B5D0F51736741D4A280486CB029C1","-7.540_110.446_2019-03-06T10:10:42Z","2019-03-06T10:10:42Z","Merapi","Indonesia","\nPVMBG reported that during 22 February-5 March the volume of the lava dome in Merapi?s summit crater had not changed since the last measurement of 466,000 cubic meters estimated on 21 February. There were no apparent morphological changes; most of the extruded lava fell into the upper parts of the Gendol River drainage on the SE flank. Block-and-ash flows traveled 600-1,100 m down the Gendol drainage on 25 and 27 February, and on 2 March as many as 10 traveled as far as 2 km. Incandescent avalanches were visible at night. The Alert Level remained at 2 (on a scale of 1-4), and residents were warned to remain outside of the 3-km exclusion zone.\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
720,"0101000020E610000017D9CEF753E356C0DD24068195832D40","0101000020110F000009E6AC40547063C123FDAE131B593941","14.757_-91.552_2019-04-03T03:27:12Z","2019-04-03T03:27:12Z","Santa Maria","Guatemala","\nINSIVUMEH reported that during 28 March-1 April explosions at Santa María's Santiaguito lava-dome complex generated ash plumes that rose 700 m and drifted E and SW, causing ashfall on the flanks. Avalanches of material descended the E, SE, and S flanks of the lava dome.\n"," Instituto Nacional de Sismologia, Vulcanologia, Meteorologia, e Hidrologia (INSIVUMEH)\n"
677,"0101000020E6100000D578E92631D851C0C976BE9F1A6F42C0","0101000020110F0000233149A7884F5EC1C7D00DE81CDD50C1","-36.868_-71.378_2019-03-06T10:10:42Z","2019-03-06T10:10:42Z","Nevados de Chillan","Chile","\nONEMI and SERNAGEOMIN reported that an explosive event at Nevados de Chillán?s Nicanor Crater was recorded at 2323 on 1 March and was associated with a long-period earthquake signal. The explosion ejected high-temperature incandescent material deposited in areas around the crater, and likely destroyed part of the lava dome. The Alert Level remained at Orange, the second highest level on a four-color scale, and residents were reminded not to approach the crater within 3 km. ONEMI maintained an Alert Level Yellow (the middle level on a three-color scale) for the communities of Pinto, Coihueco, and San Fabián.\n"," Oficina Nacional de Emergencia-Ministerio del Interior (ONEMI) ,Servicio Nacional de Geología y Minería (SERNAGEOMIN)\n"
678,"0101000020E610000017D9CEF753E356C0DD24068195832D40","0101000020110F000009E6AC40547063C123FDAE131B593941","14.757_-91.552_2019-03-06T10:10:42Z","2019-03-06T10:10:42Z","Santa Maria","Guatemala","\nINSIVUMEH reported that during 1-5 March as many as four explosions per hour at Santa María's Santiaguito lava-dome complex generated white plumes with ash that rose 500-700 m above the domes and drifted SE and SW. Avalanches of material descended the E and SE flanks of the lava dome. An explosion at 2155 on 4 March was heard in areas as far away as 10 km W, SW, S, and SE. The event ejected incandescent material 100 m high, produced ashfall around the volcano, and generated avalanches that traveled down the E and SE dome flanks reaching the base. \n"," Instituto Nacional de Sismologia, Vulcanologia, Meteorologia, e Hidrologia (INSIVUMEH)\n"
679,"0101000020E6100000EC51B81E852B6440DD24068195534C40","0101000020110F0000C5E98C10612171412AF92EC84C555D41","56.653_161.360_2019-03-06T10:10:42Z","2019-03-06T10:10:42Z","Sheveluch","Russia","\nKVERT reported that a thermal anomaly over Sheveluch?s lava dome was identified daily in satellite images during 22 February-1 March. Strong gas-and-steam emissions contained variable amounts of ash on 21, 25, and 27 February, and rose 4-5 km (13,100-16,400 ft) a.s.l. and drifted 100 km SW and E. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
680,"0101000020E6100000022B8716D936604017D9CEF753A33D40","0101000020110F00002464B80DA28A6B411451883C27604A41","29.638_129.714_2019-03-06T10:10:42Z","2019-03-06T10:10:42Z","Suwanosejima","Japan","\nJMA reported that crater incandescence at Suwanosejima?s Ontake Crater was visible at night during 22 February-1 March. Small events were occasionally recorded, generating plumes that rose as high as 900 m above the crater rim. The Alert Level remained at 2 (on a 5-level scale).\n"," Japan Meteorological Agency (JMA) \n"
681,"0101000020E61000000C022B8716F154C0CDCCCCCCCC0C2440","0101000020110F0000D50321792CC961C14F63C400B41D3141","10.025_-83.767_2019-03-06T10:10:42Z","2019-03-06T10:10:42Z","Turrialba","Costa Rica","\nOVSICORI-UNA reported that an event at Turrialba at 1050 on 28 February generated a plume that rose 500 m above the crater rim and drifted SW. Some additional ash pulses were recorded that day. An event at 0444 on 1 March produced a plume that rose 200 m and drifted NE. A period of continuous emissions rising 200-300 m was recorded during 2-4 March; the plumes contained minor amounts of ash at least during 2-3 March.  \n"," Observatorio Vulcanologico y Sismologico de Costa Rica-Universidad Nacional (OVSICORI-UNA) \n"
682,"0101000020E6100000F4FDD478E976574075931804568E2840","0101000020110F0000963D8A18ACED634114F2200C53043541","12.278_93.858_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","Barren Island","India","\nBased on analysis of satellite imagery and wind data, the Darwin VAAC reported that on 7 March ash plumes from Barren Island rose to an altitude of 1.8 km (6,000 ft) a.s.l. and drifted W and NW, and to an altitude of 1.2 km (4,000 ft) a.s.l. and drifted E and ESE. \n"," Darwin Volcanic Ash Advisory Centre (VAAC)\n"
683,"0101000020E6100000D7A3703D0A13644023DBF97E6AFC4B40","0101000020110F00008FAEFB99960C71413EE4A0EAD2CF5C41","55.972_160.595_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","Bezymianny","Russia","\nKVERT reported that a thermal anomaly over Bezymianny was identified in satellite images during 1-12 March. Strong gas-end-steam emissions continued to rise from the crater. Hot avalanches originating from the top of the lava dome were visible at night. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
684,"0101000020E61000001904560E2DEE634083C0CAA145064B40","0101000020110F00000DFB209947ED7041FB4D93712C635B41","54.049_159.443_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","Karymsky","Russia","\nKVERT reported that ash plumes from Karymsky were identified in satellite images during 1 and 4-5 March rising as high as 3.5 km (11,500 ft) a.s.l. and drifting 90 km E. A thermal anomaly was also visible on those same days.  The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
685,"0101000020E6100000A4703D0AD7EB5E40DD24068195832A40","0101000020110F0000A52100E7EC426A41A52BE43AD5B83641","13.257_123.685_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","Mayon","Philippines","\nPHIVOLCS reported that during 6-11 March white steam plumes periodically emitted from Mayon drifted WNW, WSW, and SW, and crater incandescence was visible each night. As many as six volcanic earthquakes and two rockfalls per day were recorded by the seismic network. Phreatic events recorded at 0811 on 7 March and 0627 on 8 March generated grayish ash plumes that rose 500 and 300 m above the crater, respectively, and drifted SW. The Alert Level remained at 2 (on a 0-5 scale) and PHIVOLCS reminded residents to stay away from the 6-km-radius Permanent Danger Zone and the 7-km Extended Danger Zone on the SSW and ENE flanks.\n"," Philippine Institute of Volcanology and Seismology (PHIVOLCS) \n"
686,"0101000020E6100000B4C876BE9FDA4B405839B4C8763E35C0","0101000020110F000019F15B8C0AA85741A7991370827842C1","-21.244_55.708_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","Piton de la Fournaise","France","\nDuring an overflight between 0700 and 0800 on 6 March tourists observed a new active fissure on the NW flank of Piton de la Fournaise?s Piton Madoré, 150 m upstream of the main vent. The fissure likely opened the day before during 0900 and 1900. The tourist report noted that a small cone had formed, and a lava flow was traveling N. In the morning of 7 March at least six new vents were visible, although weather conditions prevented OVPF volcanologists from confirming if they were along a new fissure. During fieldwork on 8 March volcanologists inspected the 5 March fissure and observed a small cone ejecting material up to 10 m above the rim. Lava from the W side flowed a few tens of meters, and a flow from the N side progressed E. The new vents that opened on 7 March were confirmed to be along an E-W trending fissure. The vents were active, each producing 50-m-high lava fountains. The report also noted that samples from the 5 March and 7 March vents had different compositions, though no other details were noted. Lava flows traveled to around 1,000 m elevation. \n  \nSatellite images showed sulfur dioxide plumes drifting 450-550 km E on 8 March. Lava flows rapidly progressed during 8-9 March; the lava emission rate was variable, ranging up to 25 cubic meters per second (based on satellite data), although since the new fissures opened the highest values (over 50 cubic meters per second) measured the past few days were approximately 10 times higher than the average values recorded during the 2017-2018 eruptions. By 0800 on 9 March the flow front was at an estimated elevation of 650-700 m. After a phase of intense surficial activity during 9-10 March, with lava fountains rising as high as 100 m, lava-flow emissions ceased around 0628 on 10 March and seismicity significantly decreased. \n\n"," Observatoire Volcanologique du Piton de la Fournaise (OVPF)\n"
687,"0101000020E6100000C74B378941C055C08195438B6C672940","0101000020110F00005067431F1F7962C1817F2BBE2AC13541","12.702_-87.004_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","San Cristobal","Nicaragua","\nINETER reported that a low-energy explosion at San Cristóbal was detected by the seismic network at 1550 on 4 March. The event produced a gas-and-ash plume that rose 400 m above the crater rim and drifted SW. \n"," Instituto Nicaragüense de Estudios Territoriales (INETER)\n"
689,"0101000020E61000008D976E1283E05C40560E2DB29DAF20C0","0101000020110F00000EF7C27776866841846DA2138C712CC1","-8.343_115.508_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","Agung","Indonesia","\nPVMBG reported that at 0452 on 4 March an event at Agung was recorded for just under three minutes and produced ashfall in Besakih (7 km SW) around 0615. No ash plume was visible although foggy conditions prevented views of the summit. An event that began at 0047 on 9 March lasted for 3 minutes and 50 seconds, and produced an ash plume that drifted E. The Alert Level remained at 3 (on a scale of 1-4) with the exclusion zone set at a 4-km radius.\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
690,"0101000020E61000001B2FDD24065560402B8716D9CE973F40","0101000020110F000024A9ACD6E3BD6B41807FC8A9194E4C41","31.593_130.657_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","Aira","Japan","\nJMA reported that incandescence from Minamidake crater (at Aira Caldera?s Sakurajima volcano) was occasionally visible during 4-11 March. Occasional small events and three explosions were detected during 8-11 March. Plumes rose as high as 1.9 km. The Alert Level remained at 3 (on a 5-level scale).\n"," Japan Meteorological Agency (JMA) \n"
691,"0101000020E6100000F0A7C64B37F95F404A0C022B8716FB3F","0101000020110F00000A9493DEB4276B41106F73A15A020741","1.693_127.894_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","Dukono","Indonesia","\nBased on satellite images, wind model data, and ground observations, the Darwin VAAC reported that during 5-9 and 11-12 March ash plumes from Dukono rose to altitudes of 1.8-2.4 km (6,000-8,000 ft) a.s.l. and drifted WSW, SW, S, and SE. The Alert Level remained at 2 (on a scale of 1-4), and visitors were warned to remain outside of the 2-km exclusion zone.\n"," Darwin Volcanic Ash Advisory Centre (VAAC),Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
692,"0101000020E61000009CC420B0728063402B8716D9CE574940","0101000020110F0000B90096701690704104B889650C0C5941","50.686_156.014_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","Ebeko","Russia","\nVolcanologists in Severo-Kurilsk (Paramushir Island), about 7 km E of Ebeko, observed explosions during 1-2 and 5 March that sent ash plumes to 2.5 km (8,200 ft) a.s.l. Ash fell in Severo-Kurilsk on 1 and 5 March. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
693,"0101000020E6100000355EBA490C5A5F40736891ED7C3F0640","0101000020110F0000A59F386C86A06A41FFB00E8714E71241","2.781_125.407_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","Karangetang","Indonesia","\nPVMBG reported that during 4-10 March a low rate of lava effusion continued at Karangetang?s Kawah Dua (North Crater) as evident by avalanches in the Malabuhe River drainage on the NW flank. White plumes rose as high as 500 m above the rims of the summit craters during 4-12 March. The Darwin VAAC reported that on 7 March an ash plume rose to an altitude of 2.7 km (9,000 ft) a.s.l. and drifted SW. The Alert Level remained at 3 (on a scale of 1-4), and residents were warned to remain outside of the 2.5-km exclusion zone around the N and S craters, and additionally within 3 km WNW and 4 km NW.\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
694,"0101000020E610000037894160E5505940F4FDD478E926FBBF","0101000020110F00003B554D1D3A80654131D4E969461007C1","-1.697_101.264_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","Kerinci","Indonesia","\nPVMBG reported that at 1850 on 7 March a brown ash emission rose 150 m above the rim of Kerinci summit vent and drifted NE. Ash also drifted down the SE and E flanks. Another brown ash emission was observed at 1209 on 8 March rising 700 m and drifting W. Brown ash emissions at 1607 on 10 March and 0919 on 11 March rose 300 m and 500 m, respectively, and drifted NE. Seismicity was dominated by volcanic tremor during 7-11 March.  \n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
695,"0101000020E610000077BE9F1A2F21624052B81E85EB5110C0","0101000020110F0000C8D18E9F84CB6E416666A16A9FBE1BC1","-4.080_145.037_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","Manam","Papua New Guinea","\nThe Darwin VAAC reported that during 5-6 March ash plumes from Manam rose to an altitude of 3 km (10,000 ft) a.s.l. and drifted E based on satellite data and ground-based observations. A significant thermal anomaly was also visible in satellite images, and seismicity was elevated.\n"," Darwin Volcanic Ash Advisory Centre (VAAC)\n"
696,"0101000020E6100000068195438B9C5B40295C8FC2F5281EC0","0101000020110F0000B36B5D0F51736741D4A280486CB029C1","-7.540_110.446_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","Merapi","Indonesia","\nPVMBG reported that during 1-12 March white-and-gray emissions of variable density rose as high as 1 km above Merapi?s summit. The volume of the lava dome was 470,000 cubic meters on 5 March, as estimated from drone photographs, and relatively unchanged from the previous weeks. There were no apparent morphological changes; most of the extruded lava fell into the upper parts of the Gendol River drainage on the SE flank. Block-and-ash flows traveled 500-1,900 m down the Gendol drainage on 2, 3, and 7. The Alert Level remained at 2 (on a scale of 1-4), and residents were warned to remain outside of the 3-km exclusion zone.\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
697,"0101000020E6100000D578E92631D851C0C976BE9F1A6F42C0","0101000020110F0000233149A7884F5EC1C7D00DE81CDD50C1","-36.868_-71.378_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","Nevados de Chillan","Chile","\nONEMI and SERNAGEOMIN reported that an explosive event at Nevados de Chillán?s Nicanor Crater was recorded at 0845 on 8 March and was associated with a long-period earthquake signal. The explosion ejected and deposited material in areas around the crater, mainly to the N, and produced a plume that rose 2.7 km above the crater rim. The Alert Level remained at Orange, the second highest level on a four-color scale, and residents were reminded not to approach the crater within 3 km. ONEMI maintained an Alert Level Yellow (the middle level on a three-color scale) for the communities of Pinto, Coihueco, and San Fabián.\n"," Oficina Nacional de Emergencia-Ministerio del Interior (ONEMI) ,Servicio Nacional de Geología y Minería (SERNAGEOMIN)\n"
698,"0101000020E6100000F4FDD478E90E55C06666666666662440","0101000020110F00002C2C60D580E261C1DE93F155006B3141","10.200_-84.233_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","Poas","Costa Rica","\nOVSICORI-UNA reported that, although weather conditions often prevented visual observations of Poás during 7-8 and 10 March, gas plumes sometimes containing ash were observed rising as high as 500 m above the crater rim and drifting SW. A sulfur odor and ashfall were reported in Naranjo and Grecia (16 km SW).\n"," Observatorio Vulcanologico y Sismologico de Costa Rica-Universidad Nacional (OVSICORI-UNA) \n"
699,"0101000020E6100000022B8716D9F651C06DE7FBA9F1922FC0","0101000020110F0000797D98299B835EC15A63FA4065293BC1","-15.787_-71.857_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","Sabancaya","Peru","\nInstituto Geofísico del Perú (IGP) and Instituto Geológico Minero y Metalúrgico (INGEMMET) reported that an average of 15 explosions per day occurred at Sabancaya during 4-10 March. Long-period seismic events were recorded, and hybrid earthquakes were infrequent and of low magnitude. Gas-and-ash plumes rose as high as 2.8 km above the crater rim and drifted 20 km SW, W, and NW. MIROVA detected four thermal anomalies, and on 3 March the sulfur-dioxide gas flux was high at 3,360 tons per day. The report noted that the public should not approach the crater within a 12-km radius.\n"," Instituto Geofísico del Perú (IGP),Instituto Geológico Minero y Metalúrgico (INGEMMET)\n"
721,"0101000020E6100000EC51B81E852B6440DD24068195534C40","0101000020110F0000C5E98C10612171412AF92EC84C555D41","56.653_161.360_2019-04-03T03:27:12Z","2019-04-03T03:27:12Z","Sheveluch","Russia","\nKVERT reported that a thermal anomaly over Sheveluch?s lava dome was identified daily in satellite images during 22-28 March. An ash plume rose to 5 km (16,400 ft) a.s.l. and drifted about 80 km S on 25 March. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
700,"0101000020E6100000EC51B81E852B6440DD24068195534C40","0101000020110F0000C5E98C10612171412AF92EC84C555D41","56.653_161.360_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","Sheveluch","Russia","\nKVERT reported that a thermal anomaly over Sheveluch?s lava dome was identified daily in satellite images during 1-8 March. Strong gas-and-steam emissions containing variable amounts of ash rose to altitudes of 3.5-4 km (11,500-13,100 ft) a.s.l. and drifted about 50 km E on 1 March. On 9 March explosions generated ash plumes that rose 10-11.2 km (32,800-36,700 ft) a.s.l. and drifted 70 km NW and N, prompting KVERT to raise the Aviation Color Code to Red (the highest level on a four-color scale). Early on 10 March the Aviation Color Code was lowered to Orange. Ash plumes continued to rise from the crater, to an altitude of 8 km (26,200 ft) a.s.l., and drift 375 km N. Later that day gas-and-steam plumes with some ash rose as high as 4.5 km (14,800 ft) a.s.l. and drifted 15 km NE. On 11 March an ash plume rose as high as 4.7 km (15,400 ft) a.s.l. and drifted 70 km SE. \n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
701,"0101000020E6100000022B8716D936604017D9CEF753A33D40","0101000020110F00002464B80DA28A6B411451883C27604A41","29.638_129.714_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","Suwanosejima","Japan","\nJMA reported that crater incandescence at Suwanosejima?s Ontake Crater was visible at night during 1-8 March. Small events were occasionally recorded, generating plumes that rose as high as 600 m above the crater rim. The Alert Level remained at 2 (on a 5-level scale).\n"," Japan Meteorological Agency (JMA) \n"
702,"0101000020E61000000C022B8716F154C0CDCCCCCCCC0C2440","0101000020110F0000D50321792CC961C14F63C400B41D3141","10.025_-83.767_2019-03-14T02:08:05Z","2019-03-14T02:08:05Z","Turrialba","Costa Rica","\nOVSICORI-UNA reported that during 9-12 March plumes of gas sometimes containing small amounts of ash rose as high as 1 km above Turrialba?s crater rim. \n"," Observatorio Vulcanologico y Sismologico de Costa Rica-Universidad Nacional (OVSICORI-UNA) \n"
703,"0101000020E61000002B8716D9CEA758C0D9CEF753E3053340","0101000020110F0000A1BF45DA9EF064C1693564FD25764041","19.023_-98.622_2019-04-03T03:27:12Z","2019-04-03T03:27:12Z","Popocatepetl","Mexico","\nCENAPRED reported that each day during 26 March-2 April there were 27-200 steam-and-gas emissions from Popocatépetl, some of which contained ash. An explosion at 1923 on 26 March produced an ash plume that rose 3 km above the crater rim and drifted NE, and ejected incandescent fragments 2 km onto the flanks setting fire to pastures on the N and NE flanks. Ashfall was reported in municipalities of Puebla including Santa Cruz, Atlixco (23 km SE), San Pedro, San Andrés Cholula (35 km E), Santa Isabel (45 km ESE), and San Pedro Benito Juárez (10-12 km SE), and in municipalities of Morelos including Hueyapan (17 km SSW) and Tetela del Volcán (20 km SW). An explosion at 0650 on 28 March generated an ash plume that rose 2.5 km and drifted SE, and ejected fragments 1 km onto the flanks. Continuous gas-and-ash emissions were visible between 0538 and 0748. CENAPRED raised the Alert Level to Yellow, Phase Three (middle level on a three-color scale). An ash plume from an explosion at 1948 rose 3 km and drifted SE. Incandescent fragments were ejected 2 km onto the flanks. After that event gas-and-ash plumes rose from the crater until 2010. A period of Strombolian activity began at 0247 on 30 March and lasted for 14 minutes, generating ash plumes that rose 800 m and drifted SE. Incandescent ejecta fell onto the flanks 300 m below the crater rim. During an overflight scientists observed that the diameter of the inner crater had increased to 350 m, and that the crater floor was 250-300 m deep.\n"," Centro Nacional de Prevencion de Desastres (CENAPRED)\n"
704,"0101000020E6100000CDCCCCCCCC3C5C40F853E3A59BC41FC0","0101000020110F0000F5F0850F6CFB6741B5BE5A7640112BC1","-7.942_112.950_2019-04-03T03:27:12Z","2019-04-03T03:27:12Z","Tengger Caldera","Indonesia","\nThe Darwin VAAC reported that during 27-28 March ash plumes from Tengger Caldera?s Bromo cone rose to altitudes of 3.4-4 km (11,000-13,000 ft) a.s.l. and drifted W, NW, N, and NE, based on webcam images, satellite data, and notices from PVMBG. The Alert Level remained at 2 (on a scale of 1-4), and visitors were warned to stay outside of a 1-km radius of the crater.\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
705,"0101000020E61000008D976E1283E05C40560E2DB29DAF20C0","0101000020110F00000EF7C27776866841846DA2138C712CC1","-8.343_115.508_2019-04-03T03:27:12Z","2019-04-03T03:27:12Z","Agung","Indonesia","\nAt 1825 on 28 March an ash plume from Agung rose above the crater to an altitude of 5.5 km (18,000 ft) a.s.l. and drifted NW according to PVMBG and the Darwin VAAC. A thermal anomaly was visible in satellite data. Ashfall was reported in nearby villages. The Alert Level remained at 3 (on a scale of 1-4) with the exclusion zone set at a 4-km radius.\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
706,"0101000020E61000001B2FDD24065560402B8716D9CE973F40","0101000020110F000024A9ACD6E3BD6B41807FC8A9194E4C41","31.593_130.657_2019-04-03T03:27:12Z","2019-04-03T03:27:12Z","Aira","Japan","\nJMA reported that during 25 March-1 April five events at Minamidake crater (at Aira Caldera?s Sakurajima volcano) produced plumes that rose as high as 1.6 m above the crater rim. Crater incandescence was occasionally visible. The Alert Level remained at 3 (on a 5-level scale).\n"," Japan Meteorological Agency (JMA) \n"
707,"0101000020E6100000F0A7C64B37F95F404A0C022B8716FB3F","0101000020110F00000A9493DEB4276B41106F73A15A020741","1.693_127.894_2019-04-03T03:27:12Z","2019-04-03T03:27:12Z","Dukono","Indonesia","\nBased on satellite and wind model data, and notices from PVMBG, the Darwin VAAC reported that during 26 March-2 April ash plumes from Dukono rose to altitudes of 1.8-2.1 km (6,000-7,000 ft) a.s.l. and drifted E and SE. The Alert Level remained at 2 (on a scale of 1-4), and visitors were warned to remain outside of the 2-km exclusion zone.\n"," Darwin Volcanic Ash Advisory Centre (VAAC),Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
708,"0101000020E61000009CC420B0728063402B8716D9CE574940","0101000020110F0000B90096701690704104B889650C0C5941","50.686_156.014_2019-04-03T03:27:12Z","2019-04-03T03:27:12Z","Ebeko","Russia","\nVolcanologists in Severo-Kurilsk (Paramushir Island), about 7 km E of Ebeko, observed explosions during 22, 24-25, and 27-28 March that sent ash plumes up to 4.2 km (13,800 ft) a.s.l. Ash fell in Severo-Kurilsk during 24-25 and 27 March. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
722,"0101000020E61000000C022B8716F154C0CDCCCCCCCC0C2440","0101000020110F0000D50321792CC961C14F63C400B41D3141","10.025_-83.767_2019-04-03T03:27:12Z","2019-04-03T03:27:12Z","Turrialba","Costa Rica","\nOVSICORI-UNA reported that gas emissions at Turrialba significantly decreased on 30 March. An eruption recorded at 0735 on 31 March was followed by passive emissions with a low concentration of magmatic gases at least through 1 April. Seismicity continued to be dominated by low-frequency events. \n"," Observatorio Vulcanologico y Sismologico de Costa Rica-Universidad Nacional (OVSICORI-UNA) \n"
